SSC_NAME16	LabourForceStatus	persons
Mount Pleasant (SA)	Employed (part-time)	154
Mount Pleasant (SA)	Not in the labour force	309
Mount Pleasant (SA)	Unemployed (looking for work)	31
Mount Schank	Employed (away from work)	11
Mount Schank	Employed (full-time)	93
Mount Schank	Employed (part-time)	36
Mount Schank	Not in the labour force	38
Mount Schank	Unemployed (looking for work)	3
Mount Serle	Employed (full-time)	5
Mount Serle	Employed (part-time)	3
Mount Serle	Not in the labour force	3
Mount Serle	Unemployed (looking for work)	3
Mount Templeton	Employed (full-time)	13
Mount Templeton	Employed (part-time)	3
Mount Templeton	Not in the labour force	10
Mount Torrens	Employed (away from work)	29
Mount Torrens	Employed (full-time)	200
Mount Torrens	Employed (part-time)	140
Mount Torrens	Not in the labour force	167
Mount Torrens	Unemployed (looking for work)	13
Mount Wedge	Employed (full-time)	7
Mount Willoughby	Employed (away from work)	3
Mount Willoughby	Employed (full-time)	10
Mount Willoughby	Not in the labour force	3
Moyhall	Employed (away from work)	3
Moyhall	Employed (full-time)	11
Moyhall	Employed (part-time)	5
Moyhall	Not in the labour force	8
Mudamuckla	Employed (full-time)	10
Mudamuckla	Employed (part-time)	8
Mudamuckla	Not in the labour force	3
Mulgundawa	Employed (full-time)	19
Mulgundawa	Employed (part-time)	12
Mulgundawa	Not in the labour force	10
Mullaquana	Employed (away from work)	3
Mullaquana	Employed (full-time)	90
Mullaquana	Employed (part-time)	48
Mullaquana	Not in the labour force	46
Mullaquana	Unemployed (looking for work)	10
Mundic Creek	Employed (full-time)	10
Mundic Creek	Employed (part-time)	5
Mundic Creek	Not in the labour force	14
Mundic Creek	Unemployed (looking for work)	3
Mundoora	Employed (away from work)	8
Mundoora	Employed (full-time)	34
Mundoora	Employed (part-time)	21
Mundoora	Not in the labour force	41
Mundoora	Unemployed (looking for work)	7
Mundulla	Employed (away from work)	24
Mundulla	Employed (full-time)	163
Mundulla	Employed (part-time)	72
Mundulla	Not in the labour force	87
Mundulla	Unemployed (looking for work)	7
Mundulla West	Employed (away from work)	3
Mundulla West	Employed (full-time)	28
Mundulla West	Employed (part-time)	14
Mundulla West	Not in the labour force	12
Mungeranie	Employed (full-time)	22
Mungeranie	Not in the labour force	8
Munno Para	Employed (away from work)	85
Munno Para	Employed (full-time)	889
Munno Para	Employed (part-time)	462
Munno Para	Not in the labour force	997
Munno Para	Unemployed (looking for work)	224
Munno Para Downs	Employed (away from work)	12
Munno Para Downs	Employed (full-time)	54
Munno Para Downs	Employed (part-time)	29
Munno Para Downs	Not in the labour force	71
Munno Para Downs	Unemployed (looking for work)	11
Munno Para West	Employed (away from work)	157
Munno Para West	Employed (full-time)	1640
Munno Para West	Employed (part-time)	809
Munno Para West	Not in the labour force	996
Munno Para West	Unemployed (looking for work)	254
Murbko	Employed (away from work)	3
Murbko	Employed (full-time)	12
Murbko	Employed (part-time)	14
Murbko	Not in the labour force	43
Murbko	Unemployed (looking for work)	3
Murdinga	Employed (full-time)	24
Murdinga	Employed (part-time)	12
Murdinga	Not in the labour force	10
Murdinga	Unemployed (looking for work)	7
Murlong	Employed (full-time)	9
Murninnie Beach	Employed (away from work)	3
Murninnie Beach	Employed (part-time)	3
Murninnie Beach	Not in the labour force	32
Murputja	Employed (away from work)	3
Murputja	Employed (full-time)	10
Murputja	Employed (part-time)	3
Murputja	Not in the labour force	9
Murputja	Unemployed (looking for work)	11
Murrawong	Employed (full-time)	3
Murrawong	Employed (part-time)	3
Murrawong	Not in the labour force	12
Murray Bridge	Employed (away from work)	334
Murray Bridge	Employed (full-time)	3166
Murray Bridge	Employed (part-time)	1881
Murray Bridge	Not in the labour force	5287
Murray Bridge	Unemployed (looking for work)	654
Murray Bridge East	Employed (away from work)	26
Murray Bridge East	Employed (full-time)	331
Murray Bridge East	Employed (part-time)	203
Murray Bridge East	Not in the labour force	319
Murray Bridge East	Unemployed (looking for work)	23
Murray Bridge North	Employed (away from work)	8
Murray Bridge North	Employed (full-time)	38
Murray Bridge North	Employed (part-time)	19
Murray Bridge North	Not in the labour force	40
Murray Bridge South	Employed (away from work)	6
Murray Bridge South	Employed (full-time)	54
Murray Bridge South	Employed (part-time)	37
Murray Bridge South	Not in the labour force	39
Murray Bridge South	Unemployed (looking for work)	3
Murray Town	Employed (full-time)	19
Murray Town	Employed (part-time)	4
Murray Town	Not in the labour force	24
Murtho	Employed (away from work)	7
Murtho	Employed (full-time)	61
Murtho	Employed (part-time)	25
Murtho	Not in the labour force	31
Muston	Employed (part-time)	10
Muston	Not in the labour force	9
Mylor	Employed (away from work)	31
Mylor	Employed (full-time)	279
Mylor	Employed (part-time)	243
Mylor	Not in the labour force	257
Mylor	Unemployed (looking for work)	21
Mypolonga	Employed (away from work)	20
Mypolonga	Employed (full-time)	140
Mypolonga	Employed (part-time)	93
Mypolonga	Not in the labour force	109
Mypolonga	Unemployed (looking for work)	8
Myponga	Employed (away from work)	20
Myponga	Employed (full-time)	207
Myponga	Employed (part-time)	131
Myponga	Not in the labour force	170
Myponga	Unemployed (looking for work)	19
Myponga Beach	Employed (full-time)	10
Myponga Beach	Employed (part-time)	9
Myponga Beach	Not in the labour force	11
Myrtle Bank (SA)	Employed (away from work)	48
Myrtle Bank (SA)	Employed (full-time)	634
Myrtle Bank (SA)	Employed (part-time)	465
Myrtle Bank (SA)	Not in the labour force	1138
Myrtle Bank (SA)	Unemployed (looking for work)	58
Nailsworth	Employed (away from work)	58
Nailsworth	Employed (full-time)	687
Nailsworth	Employed (part-time)	402
Nailsworth	Not in the labour force	470
Nailsworth	Unemployed (looking for work)	60
Nain	Employed (full-time)	14
Nain	Employed (part-time)	5
Nain	Not in the labour force	6
Nairne	Employed (away from work)	145
Nairne	Employed (full-time)	1510
Nairne	Employed (part-time)	974
Nairne	Not in the labour force	985
Nairne	Unemployed (looking for work)	138
Nalyappa	Employed (full-time)	9
Nalyappa	Employed (part-time)	3
Nalyappa	Not in the labour force	5
Nangkita	Employed (full-time)	54
Nangkita	Employed (part-time)	44
Nangkita	Not in the labour force	49
Nangkita	Unemployed (looking for work)	5
Nangwarry	Employed (away from work)	14
Nangwarry	Employed (full-time)	103
Nangwarry	Employed (part-time)	50
Nangwarry	Not in the labour force	191
Nangwarry	Unemployed (looking for work)	10
Nantawarra	Employed (away from work)	3
Nantawarra	Employed (full-time)	16
Nantawarra	Employed (part-time)	15
Nantawarra	Not in the labour force	16
Napperby	Employed (away from work)	14
Napperby	Employed (full-time)	134
Napperby	Employed (part-time)	97
Napperby	Not in the labour force	209
Napperby	Unemployed (looking for work)	25
Naracoorte	Employed (away from work)	181
Naracoorte	Employed (full-time)	1753
Naracoorte	Employed (part-time)	966
Naracoorte	Not in the labour force	1502
Naracoorte	Unemployed (looking for work)	151
Narridy	Employed (away from work)	3
Narridy	Employed (full-time)	26
Narridy	Employed (part-time)	8
Narridy	Not in the labour force	22
Narridy	Unemployed (looking for work)	3
Narrung (SA)	Employed (away from work)	6
Narrung (SA)	Employed (full-time)	24
Narrung (SA)	Employed (part-time)	34
Narrung (SA)	Not in the labour force	64
Narrung (SA)	Unemployed (looking for work)	11
Naturi	Employed (full-time)	13
Naturi	Not in the labour force	8
Neales Flat	Employed (away from work)	9
Neales Flat	Employed (full-time)	24
Neales Flat	Employed (part-time)	10
Neales Flat	Not in the labour force	13
Nectar Brook	Employed (away from work)	3
Nectar Brook	Employed (full-time)	3
Nectar Brook	Employed (part-time)	3
Nectar Brook	Not in the labour force	3
Nelshaby	Employed (away from work)	9
Nelshaby	Employed (full-time)	45
Nelshaby	Employed (part-time)	35
Nelshaby	Not in the labour force	43
Nelshaby	Unemployed (looking for work)	9
Nene Valley	Employed (away from work)	5
Nene Valley	Employed (full-time)	35
Nene Valley	Employed (part-time)	9
Nene Valley	Not in the labour force	27
Nepabunna	Employed (full-time)	7
Nepabunna	Employed (part-time)	15
Nepabunna	Not in the labour force	25
Nepean Bay	Employed (away from work)	4
Nepean Bay	Employed (full-time)	29
Nepean Bay	Employed (part-time)	31
Nepean Bay	Not in the labour force	33
Nepean Bay	Unemployed (looking for work)	4
Netherby (SA)	Employed (away from work)	36
Netherby (SA)	Employed (full-time)	394
Netherby (SA)	Employed (part-time)	269
Netherby (SA)	Not in the labour force	396
Netherby (SA)	Unemployed (looking for work)	29
Netherton	Employed (full-time)	18
Netherton	Employed (part-time)	4
Netherton	Not in the labour force	9
Netley	Employed (away from work)	40
Netley	Employed (full-time)	398
Netley	Employed (part-time)	295
Netley	Not in the labour force	676
Netley	Unemployed (looking for work)	60
New Port	Employed (away from work)	21
New Port	Employed (full-time)	335
New Port	Employed (part-time)	93
New Port	Not in the labour force	95
New Port	Unemployed (looking for work)	25
New Residence	Employed (away from work)	4
New Residence	Employed (full-time)	29
New Residence	Employed (part-time)	10
New Residence	Not in the labour force	18
New Residence	Unemployed (looking for work)	3
New Town (SA)	Employed (away from work)	27
New Town (SA)	Employed (full-time)	271
New Town (SA)	Employed (part-time)	200
New Town (SA)	Not in the labour force	351
New Town (SA)	Unemployed (looking for work)	54
New Well	Employed (away from work)	3
New Well	Employed (full-time)	3
Newland	Employed (away from work)	6
Newland	Employed (full-time)	16
Newland	Employed (part-time)	3
Newland	Not in the labour force	5
Newton	Employed (away from work)	106
Newton	Employed (full-time)	1336
Newton	Employed (part-time)	842
Newton	Not in the labour force	1445
Newton	Unemployed (looking for work)	147
Ngapala	Employed (full-time)	17
Ngapala	Employed (part-time)	12
Ngapala	Not in the labour force	13
Nildottie	Employed (away from work)	3
Nildottie	Employed (full-time)	54
Nildottie	Employed (part-time)	41
Nildottie	Not in the labour force	71
Nildottie	Unemployed (looking for work)	4
Ninnes	Employed (full-time)	21
Ninnes	Employed (part-time)	8
Ninnes	Not in the labour force	9
Noarlunga Centre	Employed (away from work)	7
Noarlunga Centre	Employed (full-time)	55
Noarlunga Centre	Employed (part-time)	38
Noarlunga Centre	Not in the labour force	76
Noarlunga Centre	Unemployed (looking for work)	9
Noarlunga Downs	Employed (away from work)	100
Noarlunga Downs	Employed (full-time)	887
Noarlunga Downs	Employed (part-time)	584
Noarlunga Downs	Not in the labour force	1161
Noarlunga Downs	Unemployed (looking for work)	176
Nora Creina	Employed (full-time)	4
Nora Creina	Employed (part-time)	5
Nora Creina	Not in the labour force	13
Nora Creina	Unemployed (looking for work)	3
Normanville (SA)	Employed (away from work)	40
Normanville (SA)	Employed (full-time)	222
Normanville (SA)	Employed (part-time)	252
Normanville (SA)	Not in the labour force	774
Normanville (SA)	Unemployed (looking for work)	51
North Adelaide	Employed (away from work)	199
North Adelaide	Employed (full-time)	1959
North Adelaide	Employed (part-time)	1144
North Adelaide	Not in the labour force	2267
North Adelaide	Unemployed (looking for work)	298
North Beach (SA)	Employed (away from work)	16
North Beach (SA)	Employed (full-time)	121
North Beach (SA)	Employed (part-time)	52
North Beach (SA)	Not in the labour force	219
North Beach (SA)	Unemployed (looking for work)	10
North Booborowie	Employed (full-time)	3
North Booborowie	Employed (part-time)	7
North Brighton	Employed (away from work)	49
North Brighton	Employed (full-time)	565
North Brighton	Employed (part-time)	394
North Brighton	Not in the labour force	740
North Brighton	Unemployed (looking for work)	42
North Haven (SA)	Employed (away from work)	143
North Haven (SA)	Employed (full-time)	1759
North Haven (SA)	Employed (part-time)	925
North Haven (SA)	Not in the labour force	1648
North Haven (SA)	Unemployed (looking for work)	188
North Moonta	Employed (away from work)	3
North Moonta	Employed (full-time)	55
North Moonta	Employed (part-time)	51
North Moonta	Not in the labour force	341
North Moonta	Unemployed (looking for work)	4
North Plympton	Employed (away from work)	67
North Plympton	Employed (full-time)	856
North Plympton	Employed (part-time)	464
North Plympton	Not in the labour force	952
North Plympton	Unemployed (looking for work)	91
North Shields	Employed (away from work)	10
North Shields	Employed (full-time)	101
North Shields	Employed (part-time)	69
North Shields	Not in the labour force	98
North Shields	Unemployed (looking for work)	13
North West Bend	Employed (full-time)	3
North West Bend	Not in the labour force	4
North Yelta	Not in the labour force	3
North Yelta	Unemployed (looking for work)	3
Northern Heights	Employed (away from work)	8
Northern Heights	Employed (full-time)	75
Northern Heights	Employed (part-time)	44
Northern Heights	Not in the labour force	81
Northern Heights	Unemployed (looking for work)	13
Northfield	Employed (away from work)	77
Northfield	Employed (full-time)	877
Northfield	Employed (part-time)	538
Northfield	Not in the labour force	2059
Northfield	Unemployed (looking for work)	168
Northgate (SA)	Employed (away from work)	171
Northgate (SA)	Employed (full-time)	2095
Northgate (SA)	Employed (part-time)	969
Northgate (SA)	Not in the labour force	1341
Northgate (SA)	Unemployed (looking for work)	191
Norton Summit	Employed (away from work)	12
Norton Summit	Employed (full-time)	137
Norton Summit	Employed (part-time)	89
Norton Summit	Not in the labour force	145
Norton Summit	Unemployed (looking for work)	4
Norwood (SA)	Employed (away from work)	137
Norwood (SA)	Employed (full-time)	1922
Norwood (SA)	Employed (part-time)	1014
Norwood (SA)	Not in the labour force	1542
Norwood (SA)	Unemployed (looking for work)	223
Novar Gardens	Employed (away from work)	54
Novar Gardens	Employed (full-time)	562
Novar Gardens	Employed (part-time)	418
Novar Gardens	Not in the labour force	985
Novar Gardens	Unemployed (looking for work)	67
Nullarbor	Employed (away from work)	3
Nullarbor	Employed (full-time)	32
Nullarbor	Employed (part-time)	3
Nunjikompita	Employed (full-time)	10
Nunjikompita	Employed (part-time)	6
Nuriootpa	Employed (away from work)	155
Nuriootpa	Employed (full-time)	1709
Nuriootpa	Employed (part-time)	1019
Nuriootpa	Not in the labour force	1954
Nuriootpa	Unemployed (looking for work)	137
Nurom	Employed (full-time)	9
Nurom	Employed (part-time)	7
Nurom	Not in the labour force	5
Nurragi	Employed (full-time)	6
Nurragi	Employed (part-time)	8
Nurragi	Not in the labour force	5
O'Halloran Hill	Employed (away from work)	69
O'Halloran Hill	Employed (full-time)	734
O'Halloran Hill	Employed (part-time)	496
O'Halloran Hill	Not in the labour force	712
O'Halloran Hill	Unemployed (looking for work)	70
O'Sullivan Beach	Employed (away from work)	48
O'Sullivan Beach	Employed (full-time)	403
O'Sullivan Beach	Employed (part-time)	262
O'Sullivan Beach	Not in the labour force	668
O'Sullivan Beach	Unemployed (looking for work)	97
Oakbank	Employed (away from work)	29
Oakbank	Employed (full-time)	256
Oakbank	Employed (part-time)	167
Oakbank	Not in the labour force	198
Oakbank	Unemployed (looking for work)	17
Oakden	Employed (away from work)	66
Oakden	Employed (full-time)	987
Oakden	Employed (part-time)	539
Oakden	Not in the labour force	1134
Oakden	Unemployed (looking for work)	132
Oakden Hills	Employed (full-time)	3
